mad JJ great  Sheldon
sperm NNS great  Sheldon
bank NN great  Sheldon
want JJ great  Sheldon
hear NN great  Sheldon
interesting JJ great  Sheldon
thing NN great  Sheldon
stairs NNS great  Sheldon

really RB great  Leonard

height NN great  Sheldon
single JJ great  Sheldon
step NN great  Sheldon
little JJ great  Sheldon
two CD great  Sheldon
millimetres NNS great  Sheldon
people NNS great  Sheldon
will MD great  Sheldon
trip NN great  Sheldon

don NN great  Leonard
t EX great  Leonard
care NN great  Leonard
two CD great  Leonard
millimetres NNS great  Leonard
doesn VBP great  Leonard
t NN great  Leonard
seem VBP great  Leonard
right JJ great  Leonard
s NN great  Sheldon
true JJ great  Sheldon
series NN great  Sheldon
experiments NNS great  Sheldon
twelve VBP great  Sheldon
father RB great  Sheldon
broke VBD great  Sheldon
clavicle NN great  Sheldon
sent NN great  Leonard
boarding VBG great  Leonard
school NN great  Leonard
result NN great  Sheldon
work NN great  Sheldon
lasers NNS great  Sheldon
new JJ great  Leonard
neighbour NN great  Leonard
evidently RB great  Sheldon
significant JJ great  Leonard
improvement NN great  Leonard
old JJ great  Leonard
neighbour NN great  Leonard
two CD great  Sheldon
hundred VBD great  Sheldon
pound NN great  Sheldon
transvestite NN great  Sheldon
skin JJ great  Sheldon
condition NN great  Sheldon
yes NNS great  Sheldon
oh UH great  Penny
hi NN great  Penny
hi NN great  Leonard
hi NN great  Sheldon
hi NN great  Leonard
hi NN great  Sheldon
hi NN great  Penny
don NN great  Leonard
t NN great  Leonard
mean JJ great  Leonard
interrupt JJ great  Leonard
live JJ great  Leonard
across IN great  Leonard
hall NN great  Leonard
oh UH great  Penny
s NN great  Penny
nice JJ great  Penny
oh UH great  Leonard
uh JJ great  Leonard
don JJ great  Leonard
t NN great  Leonard
live VBP great  Leonard
together RB great  Leonard
um JJ great  Leonard
live VBP great  Leonard
together RB great  Leonard
separate JJ great  Leonard
heterosexual JJ great  Leonard
bedrooms NNS great  Leonard
oh UH great  Penny
okay RB great  Penny
well RB great  Penny
guess VB great  Penny
m RB great  Penny
new JJ great  Penny
neighbour NNS great  Penny
penny NN great  Penny
leonard RB great  Leonard
sheldon NN great  Leonard
hi NN great  Penny
hi NN great  Leonard
hi NN great  Sheldon
hi NN great  Penny
hi RB great  Leonard
well RB great  Leonard
uh JJ great  Leonard
oh UH great  Leonard
welcome JJ great  Leonard
building NN great  Leonard
thankyou NN great  Penny
maybe RB great  Penny
can MD great  Penny
coffee VB great  Penny
sometime RB great  Penny
oh RB great  Leonard
great JJ great  Leonard
great JJ great  Penny
great JJ great  Sheldon
great JJ great  Leonard
well RB great  Leonard
bye NN great  Leonard
bye NN great  Penny

bye NN great  Sheldon

bye NN great  Leonard
invited VBN great  Leonard
lunch NN great  Leonard
re NN great  Sheldon
going VBG great  Sheldon
start JJ great  Sheldon
season NN great  Sheldon
two CD great  Sheldon
battlestar NN great  Sheldon
galactica NN great  Sheldon
already RB great  Leonard
watched VBN great  Leonard
season NN great  Leonard
two CD great  Leonard
dvds NN great  Leonard
commentary NN great  Sheldon
think VB great  Leonard
good JJ great  Leonard
neighbours NNS great  Leonard
invite VBP great  Leonard
make VBP great  Leonard
feel NN great  Leonard
welcome NN great  Leonard
never RB great  Sheldon
invited VBN great  Sheldon
louis JJ great  Sheldon
slash NN great  Sheldon
louise NN great  Sheldon
well RB great  Leonard
wrong JJ great  Leonard
us PRP great  Leonard
need VBP great  Leonard
widen JJ great  Leonard
circle NN great  Leonard
wide JJ great  Sheldon
circle NN great  Sheldon
212 CD great  Sheldon
friends NNS great  Sheldon
myspace NN great  Sheldon
yes RB great  Leonard
ve JJ great  Leonard
never RB great  Leonard
met VBD great  Leonard
one CD great  Leonard
s NNS great  Sheldon
beauty NN great  Sheldon
m NN great  Leonard
going VBG great  Leonard
invite JJ great  Leonard
ll JJ great  Leonard
nice JJ great  Leonard
meal NN great  Leonard
chat NNS great  Leonard
chat RB great  Sheldon
don VBZ great  Sheldon
t JJ great  Sheldon
chat RB great  Sheldon
least JJS great  Sheldon
offline JJ great  Sheldon
well RB great  Leonard
s RB great  Leonard
difficult JJ great  Leonard
just RB great  Leonard
listen VB great  Leonard
says VBZ great  Leonard
say VB great  Leonard
something NN great  Leonard
appropriate JJ great  Leonard
response NN great  Leonard
end NN great  Sheldon
hi NN great  Leonard
hi NN great  Penny
hi NN great  Sheldon
hi NN great  Leonard
hi NN great  Penny
anyway RB great  Leonard
um JJ great  Leonard
brought VBD great  Leonard
home NN great  Leonard
indian NN great  Leonard
food NN great  Leonard
um NN great  Leonard
know VBP great  Leonard
moving VBG great  Leonard
can MD great  Leonard
stressful VB great  Leonard
find VB great  Leonard
m JJ great  Leonard
undergoing JJ great  Leonard
stress NN great  Leonard
good JJ great  Leonard
food NN great  Leonard
company NN great  Leonard
can MD great  Leonard
comforting VBG great  Leonard
effect NN great  Leonard
also RB great  Leonard
curry VBZ great  Leonard
natural JJ great  Leonard
laxative JJ great  Leonard
don NN great  Leonard
t NN great  Leonard
tell VBP great  Leonard
uh JJ great  Leonard
clean JJ great  Leonard
colon NN great  Leonard
just RB great  Leonard
one CD great  Leonard
less JJR great  Leonard
thing NN great  Leonard
worry NN great  Leonard
leonard RB great  Sheldon
m NN great  Sheldon
expert NN great  Sheldon
believe VBP great  Sheldon
context NN great  Sheldon
luncheon NN great  Sheldon
invitation NN great  Sheldon
might MD great  Sheldon
want VB great  Sheldon
skip JJ great  Sheldon
reference NN great  Sheldon
bowel NN great  Sheldon
movements NNS great  Sheldon
oh UH great  Penny
re NN great  Penny
inviting VBG great  Penny
eat NN great  Penny
uh UH great  Leonard
yes NNS great  Leonard
oh UH great  Penny
s JJ great  Penny
nice JJ great  Penny
d NN great  Penny
love NN great  Penny
great JJ great  Leonard
guys NNS great  Penny
fun VBP great  Penny
around IN great  Penny
well RB great  Sheldon
today NN great  Sheldon
tried VBD great  Sheldon
masturbating VBG great  Sheldon
money NN great  Sheldon
okay RB think  Leonard
well RB think  Leonard
make VB think  Leonard
home NN think  Leonard
okay NN think  Penny
thankyou NN think  Penny
re NN think  Leonard
welcome NN think  Leonard
looks NNS think  Penny
like IN think  Penny
serious JJ think  Penny
stuff NN think  Penny
leonard NN think  Penny
actually RB think  Sheldon
s JJ think  Sheldon
work NN think  Sheldon
wow NN think  Penny
yeah RB think  Sheldon
well RB think  Sheldon
s VB think  Sheldon
just RB think  Sheldon
quantum VB think  Sheldon
mechanics NNS think  Sheldon
little JJ think  Sheldon
string VBG think  Sheldon
theory NN think  Sheldon
doodling VBG think  Sheldon
around IN think  Sheldon
edges NNS think  Sheldon
part NN think  Sheldon
s NN think  Sheldon
just RB think  Sheldon
joke VBD think  Sheldon
s JJ think  Sheldon
spoof JJ think  Sheldon
bourne JJ think  Sheldon
oppenheimer JJR think  Sheldon
approximation NN think  Sheldon
re NN think  Penny
like IN think  Penny
one CD think  Penny
beautiful NN think  Penny
mind NN think  Penny
genius NN think  Penny
guys NNS think  Penny
yeah NN think  Sheldon
really RB think  Penny
impressive JJ think  Penny
board NN think  Leonard
like IN think  Leonard
boards NNS think  Leonard
board NN think  Leonard
holy NN think  Penny
smokes NNS think  Penny
holy NN think  Sheldon
smokes NNS think  Sheldon
mean VBP think  Sheldon
derivative JJ think  Sheldon
restatement NN think  Sheldon
kind NN think  Sheldon
stuff NN think  Sheldon
can MD think  Sheldon
find VB think  Sheldon
scribbled JJ think  Sheldon
wall NN think  Sheldon
men NNS think  Sheldon
s VBP think  Sheldon
room NN think  Sheldon
mit NN think  Sheldon
sure JJ think  Sheldon
oh UH think  Sheldon
come VB think  Sheldon
hasn NN think  Sheldon
t NN think  Sheldon
seen VBN think  Sheldon
differential JJ think  Sheldon
sit NN think  Sheldon
broken NN think  Sheldon
hearted VBD think  Sheldon
least JJS think  Leonard
didn JJ think  Leonard
t JJ think  Leonard
invent JJ think  Leonard
twenty NN think  Leonard
six CD think  Leonard
dimensions NNS think  Leonard
just RB think  Leonard
make VB think  Leonard
math NN think  Leonard
come VB think  Leonard
didn NN think  Sheldon
t NN think  Sheldon
invent NN think  Sheldon
re NN think  Sheldon
universe NN think  Leonard
point NN think  Sheldon
uh JJ think  Penny
guys NNS think  Penny
mind IN think  Penny
start NN think  Penny
um JJ think  Sheldon
penny NN think  Sheldon
s NNS think  Sheldon
sit VBP think  Sheldon
sit NN think  Penny
next IN think  Penny
sit NN think  Sheldon
s NN think  Penny
difference NN think  Penny
s NN think  Sheldon
difference NN think  Sheldon
go VB think  Leonard
winter NN think  Sheldon
seat NN think  Sheldon
close JJ think  Sheldon
enough JJ think  Sheldon
radiator NN think  Sheldon
remain VBP think  Sheldon
warm JJ think  Sheldon
yet RB think  Sheldon
close JJ think  Sheldon
cause NN think  Sheldon
perspiration NN think  Sheldon
summer NN think  Sheldon
s VBZ think  Sheldon
directly RB think  Sheldon
path JJ think  Sheldon
cross NN think  Sheldon
breeze NN think  Sheldon
created VBD think  Sheldon
open JJ think  Sheldon
windows NNS think  Sheldon
faces VBZ think  Sheldon
television NN think  Sheldon
angle NN think  Sheldon
neither CC think  Sheldon
direct JJ think  Sheldon
thus RB think  Sheldon
discouraging VBG think  Sheldon
conversation NN think  Sheldon
far RB think  Sheldon
wide JJ think  Sheldon
create NN think  Sheldon
parallax NN think  Sheldon
distortion NN think  Sheldon
go VBP think  Sheldon
think VB think  Sheldon
ve NN think  Sheldon
made VBN think  Sheldon
point NN think  Sheldon
want JJ think  Penny
move NN think  Penny
well RB think  Sheldon
just RB think  Leonard
sit NN think  Leonard
somewhere RB think  Leonard
else RB think  Leonard
fine JJ think  Sheldon
wanders NNS think  Sheldon
circles NNS think  Sheldon
looking VBG think  Sheldon
lost VBD think  Sheldon
sheldon NNS think  Leonard
sit NN think  Leonard
aaah NN think  Sheldon
well RB think  Leonard
nice JJ think  Leonard
don NNS think  Leonard
t VBP think  Leonard
lot NN think  Leonard
company NN think  Leonard
s NN think  Sheldon
true JJ think  Sheldon
koothrapali NN think  Sheldon
wolowitz NN think  Sheldon
come VBP think  Sheldon
time NN think  Sheldon
yes RB think  Leonard
now RB think  Leonard
tuesday JJ think  Sheldon
night NN think  Sheldon
played VBD think  Sheldon
klingon NN think  Sheldon
boggle NN think  Sheldon
one CD think  Sheldon
morning NN think  Sheldon
yes NNS think  Leonard
remember VB think  Leonard
resent NN think  Sheldon
saying VBG think  Sheldon
don NN think  Sheldon
t NN think  Sheldon
company NN think  Sheldon
m NN think  Leonard
sorry NN think  Leonard
antisocial JJ think  Sheldon
implication NN think  Sheldon
said VBD think  Leonard
m NN think  Leonard
sorry NN think  Leonard
klingon NN think  Penny
boggle NN think  Penny
yeah RB think  Leonard
s NNS think  Leonard
like IN think  Leonard
regular JJ think  Leonard
boggle NN think  Leonard
klingon NN think  Leonard
s NN think  Leonard
probably RB think  Leonard
enough JJ think  Leonard
us PRP think  Leonard
tell VBP think  Leonard
us PRP think  Leonard
um JJ think  Penny
okay MD think  Penny
m VB think  Penny
sagittarius NN think  Penny
probably RB think  Penny
tells VBZ think  Penny
way NN think  Penny
need NN think  Penny
know VBP think  Penny
yes RB think  Sheldon
tells VBZ think  Sheldon
us PRP think  Sheldon
participate VB think  Sheldon
mass JJ think  Sheldon
cultural JJ think  Sheldon
delusion NN think  Sheldon
sun NN think  Sheldon
s VBD think  Sheldon
apparent JJ think  Sheldon
position NN think  Sheldon
relative JJ think  Sheldon
arbitrarily RB think  Sheldon
defined VBN think  Sheldon
constellations NNS think  Sheldon
time NN think  Sheldon
birth NN think  Sheldon
somehow RB think  Sheldon
effects NNS think  Sheldon
personality NN think  Sheldon
participate VB think  Penny
think VB think  Leonard
sheldon JJ think  Leonard
s NN think  Leonard
trying VBG think  Leonard
say VBP think  Leonard
sagittarius JJ think  Leonard
wouldn NN think  Leonard
t NN think  Leonard
first RB think  Leonard
guess NN think  Leonard
oh UH think  Penny
yeah NN think  Penny
lot NN think  Penny
people NNS think  Penny
think VBP think  Penny
m JJ think  Penny
water NN think  Penny
sign NN think  Penny
okay VBP think  Penny
let VB think  Penny
s PRP think  Penny
see VB think  Penny
else RB think  Penny
oh JJ think  Penny
m NN think  Penny
vegetarian JJ think  Penny
oh NN think  Penny
except IN think  Penny
fish JJ think  Penny
occasional JJ think  Penny
steak NN think  Penny
love NN think  Penny
steak NN think  Penny
s NN think  Sheldon
interesting VBG think  Sheldon
leonard NN think  Sheldon
can MD think  Sheldon
t VB think  Sheldon
process NN think  Sheldon
corn NN think  Sheldon
wu NN think  Leonard
uh UH think  Leonard
sort NN think  Leonard
job NN think  Leonard
oh UH think  Penny
yeah UH think  Penny
m JJ think  Penny
waitress JJ think  Penny
cheesecake NN think  Penny
factory NN think  Penny
oh UH think  Leonard
okay MD think  Leonard
love VB think  Leonard
cheesecake NN think  Leonard
re NN think  Sheldon
lactose NN think  Sheldon
intolerant NN think  Sheldon
don NN think  Leonard
t JJ think  Leonard
eat NN think  Leonard
just RB think  Leonard
think VB think  Leonard
s RB think  Leonard
good JJ think  Leonard
idea NN think  Leonard
oh UH think  Penny
anyways NNS think  Penny
m VBP think  Penny
also RB think  Penny
writing VBG think  Penny
screenplay NN think  Penny
s RB think  Penny
sensitive JJ think  Penny
girl NN think  Penny
comes VBZ think  Penny
l JJ think  Penny
lincoln JJ think  Penny
nebraska NN think  Penny
actress NN think  Penny
winds VBZ think  Penny
waitress JJ think  Penny
cheesecake NN think  Penny
factory NN think  Penny
s NN think  Leonard
based VBN think  Leonard
life NN think  Leonard
m NN think  Penny
omaha NN think  Penny
well RB think  Leonard
movie NN think  Leonard
go VBP think  Leonard
see VB think  Leonard
know VB think  Penny
right JJ think  Penny
okay NNS think  Penny
let VB think  Penny
s PRP think  Penny
see VB think  Penny
else RB think  Penny
um JJ think  Penny
s NN think  Penny
s JJ think  Penny
story NN think  Penny
penny NN think  Penny
well RB think  Leonard
sounds VBZ think  Leonard
wonderful JJ think  Leonard
fell VBD think  Penny
love VB think  Penny
jerk NN think  Penny
s NN think  Sheldon
happening VBG think  Sheldon
don NN think  Leonard
t NN think  Leonard
know VBP think  Leonard
oh UH think  Penny
god NNS think  Penny
know VBP think  Penny
four CD think  Penny
years NNS think  Penny
lived VBD think  Penny
four CD think  Penny
years NNS think  Penny
s VBP think  Penny
like IN think  Penny
long RB think  Penny
high JJ think  Penny
school NN think  Penny
took VBD think  Sheldon
four CD think  Sheldon
years NNS think  Sheldon
get VBP think  Sheldon
high JJ think  Sheldon
school NN think  Sheldon
don NN think  Leonard
t NN think  Leonard
just RB think  Penny
can MD think  Penny
t VB think  Penny
believe VB think  Penny
trusted VBN think  Penny
say VB think  Leonard
something NN think  Leonard
feel NNS think  Leonard
like IN think  Leonard
say VBP think  Leonard
something NN think  Leonard
ll NNS think  Sheldon
make VBP think  Sheldon
worse JJR think  Sheldon
want NN think  Penny
know VBP think  Penny
pathetic JJ think  Penny
part NN think  Penny
even RB think  Penny
though IN think  Penny
hate JJ think  Penny
lying VBG think  Penny
cheating NN think  Penny
guts NNS think  Penny
still RB think  Penny
love VBP think  Penny
crazy NN think  Penny
yes NNS think  Sheldon
s NN think  Leonard
crazy JJ think  Leonard
s NN think  Leonard
uh NN think  Leonard
uh JJ think  Leonard
s JJ think  Leonard
paradox NN think  Leonard
paradoxes NNS think  Leonard
part NN think  Leonard
nature NN think  Leonard
think VBP think  Leonard
light NN think  Leonard
now RB think  Leonard
look VBP think  Leonard
huygens NNS think  Leonard
light JJ think  Leonard
wave VBP think  Leonard
confirmed VBN think  Leonard
double JJ think  Leonard
slit NN think  Leonard
experiments NNS think  Leonard
along IN think  Leonard
comes VBZ think  Leonard
albert JJ think  Leonard
einstein JJ think  Leonard
discovers NNS think  Leonard
light JJ think  Leonard
behaves NNS think  Leonard
like IN think  Leonard
particles NNS think  Leonard
well RB think  Leonard
didn VBP think  Leonard
t NNS think  Leonard
make VBP think  Leonard
worse JJR think  Leonard
oh UH think  Penny
m NN think  Penny
sorry JJ think  Penny
m JJ think  Penny
mess NN think  Penny
top NN think  Penny
everything NN think  Penny
else RB think  Penny
m JJ think  Penny
gross JJ think  Penny
moving VBG think  Penny
stupid JJ think  Penny
shower NN think  Penny
doesn NN think  Penny
t VBD think  Penny
even RB think  Penny
work NN think  Penny
shower NN think  Leonard
works NNS think  Leonard
really RB think  Penny
totally RB think  Penny
weird JJ think  Penny
used VBD think  Penny
yes NNS think  Sheldon
s RB think  Leonard
right RB think  Leonard
hall NN think  Leonard
thanks NNS think  Penny
guys NNS think  Penny
really RB think  Penny
sweet VB think  Penny
well RB think  Sheldon
interesting JJ think  Sheldon
development NN think  Sheldon
time NN think  Sheldon
since IN think  Sheldon
ve JJ think  Sheldon
woman NN think  Sheldon
take VB think  Sheldon
clothes NNS think  Sheldon
apartment NN think  Sheldon
s NN think  Leonard
true JJ think  Leonard
remember VB think  Leonard
thanksgiving VBG think  Leonard
grandmother RB think  Leonard
alzheimer JJ think  Leonard
s NN think  Leonard
episode NN think  Leonard
point NN think  Sheldon
taken VBN think  Sheldon
time NN think  Sheldon
since IN think  Sheldon
ve JJ think  Sheldon
woman NN think  Sheldon
take VB think  Sheldon
clothes NNS think  Sheldon
didn VBP think  Sheldon
t NN think  Sheldon
want VBP think  Sheldon
rip NN think  Sheldon
eyes NNS think  Sheldon
worst JJS think  Leonard
part NN think  Leonard
watching VBG think  Leonard
carve NN think  Leonard
turkey NN think  Leonard
exactly RB think  Sheldon
trying VBG think  Sheldon
accomplish JJ think  Sheldon
excuse NN think  Leonard
woman NN think  Sheldon
s VBZ think  Sheldon
going VBG think  Sheldon
sex NN think  Sheldon
well RB think  Leonard
m RB think  Leonard
trying VBG think  Leonard
sex NN think  Leonard
oh RB think  Sheldon
good JJ think  Sheldon
won VBD think  Sheldon
t RB think  Sheldon
disappointed JJ think  Sheldon
makes VBZ think  Leonard
think VBP think  Leonard
wouldn JJ think  Leonard
t NN think  Leonard
sex NN think  Leonard
m FW think  Leonard
male NN think  Leonard
s NNS think  Leonard
female JJ think  Leonard
yes UH think  Sheldon
species NNS think  Sheldon
m NN think  Leonard
going VBG think  Leonard
engage JJ think  Leonard
hypotheticals NNS think  Leonard
m NN think  Leonard
just RB think  Leonard
trying VBG think  Leonard
good JJ think  Leonard
neighbour NNS think  Leonard
oh UH think  Sheldon
course NN think  Sheldon
s NNS think  Leonard
say VBP think  Leonard
carnal JJ think  Leonard
relationship NN think  Leonard
develop VB think  Leonard
wouldn NN think  Leonard
t NN think  Leonard
participate VB think  Leonard
however RB think  Leonard
briefly NN think  Leonard
think VBP think  Sheldon
possibility NN think  Sheldon
will MD think  Sheldon
helped VB think  Sheldon
hindered VB think  Sheldon
discovers NNS think  Sheldon
luke JJ think  Sheldon
skywalker NN think  Sheldon
tears NNS think  Sheldon
shampoo VBP think  Sheldon
s JJ think  Leonard
darth NN think  Leonard
vader NN think  Leonard
shampoo NN think  Leonard
knock NN think  Leonard
door NN think  Leonard
luke NN think  Leonard
skywalker NN think  Leonard
s VBD think  Leonard
conditioner NN think  Leonard
wait NN think  Howard
till NN think  Howard
see VB think  Howard
s JJ think  Others
fantastic JJ think  Others
unbelievable JJ think  Others
see VB think  Leonard
s NN think  Howard
stephen NN think  Howard
hawking VBG think  Howard
lecture NN think  Howard
mit NN think  Howard
1974 CD think  Howard
good JJ think  Leonard
time NN think  Leonard
s RB think  Leonard
great JJ think  Leonard
guys NNS think  Leonard
go VBP think  Leonard
s NN think  Leonard
just RB think  Leonard
good JJ think  Leonard
time NN think  Leonard
leonard RB think  Sheldon
lady NN think  Sheldon
yeah RB think  Howard
right JJ think  Howard
grandmother NN think  Howard
back RB think  Howard
town NN think  Howard
s NN think  Leonard
lady NN think  Leonard
s VB think  Leonard
just RB think  Leonard
new JJ think  Leonard
neighbour NNS think  Leonard
hang NN think  Howard
really RB think  Howard
lady JJ think  Howard
uh NN think  Leonard
huh NN think  Leonard
want VBP think  Howard
us PRP think  Howard
re VB think  Howard
anticipating VBG think  Howard
coitus NN think  Howard
m NN think  Leonard
anticipating VBG think  Leonard
coitus NN think  Leonard
s NN think  Howard
available JJ think  Howard
coitus NN think  Howard
can MD think  Leonard
please VB think  Leonard
stop VB think  Leonard
saying VBG think  Leonard
coitus NN think  Leonard
technically RB think  Sheldon
coitus JJ think  Sheldon
interruptus NN think  Sheldon
hey NN think  Penny
trick VBP think  Penny
getting VBG think  Penny
switch NN think  Penny
tub NN think  Penny
shower NN think  Penny
oh IN think  Penny
hi NN think  Penny
sorry NN think  Penny
hello NN think  Penny
enchante NN think  Howard
madamoiselle FW think  Howard
howard NN think  Howard
wolowitz NN think  Howard
cal JJ think  Howard
tech NN think  Howard
department NN think  Howard
applied VBD think  Howard
physics NNS think  Howard
may MD think  Howard
familiar JJ think  Howard
work NN think  Howard
s RB think  Howard
currently RB think  Howard
orbiting VBG think  Howard
jupiter NN think  Howard
s RB think  Howard
largest JJS think  Howard
moon NN think  Howard
taking VBG think  Howard
high JJ think  Howard
resolution NN think  Howard
digital JJ think  Howard
photographs NN think  Howard
penny NN think  Penny
work NN think  Penny
cheesecake NN think  Penny
factory NN think  Penny
come VB think  Leonard
ll NN think  Leonard
show NN think  Leonard
trick VBZ think  Leonard
shower JJR think  Leonard
bon NN think  Howard
douche NN think  Howard
m NN think  Penny
sorry NN think  Penny
s JJ think  Howard
french JJ think  Howard
good JJ think  Howard
shower NN think  Howard
s JJ think  Howard
sentiment NN think  Howard
can MD think  Howard
express VB think  Howard
six CD think  Howard
languages NNS think  Howard
save VB think  Leonard
blog NN think  Leonard
howard NN think  Leonard
see VB think  Howard
ka NNS think  Howard
tong JJ think  Howard
guay NN think  Howard
jow NN think  Howard
uh NN favour  Leonard
goes VBZ favour  Leonard
sticks NNS favour  Leonard
m NN favour  Leonard
sorry NN favour  Leonard
okay JJ favour  Penny
thanks NNS favour  Penny
re NN favour  Leonard
welcome JJ favour  Leonard
oh NN favour  Leonard
re NN favour  Leonard
going VBG favour  Leonard
step NN favour  Leonard
right RB favour  Leonard
okay VBZ favour  Leonard
ll NN favour  Leonard
hey NN favour  Penny
leonard NN favour  Penny
hair NN favour  Leonard
products NNS favour  Leonard
sheldon VBP favour  Leonard
s NN favour  Leonard
um JJ favour  Penny
okay NN favour  Penny
can MD favour  Penny
ask VB favour  Penny
favour NN favour  Penny
favour JJ favour  Leonard
sure NN favour  Leonard
can MD favour  Leonard
ask VB favour  Leonard
favour CD favour  Leonard
favour NN favour  Leonard
s JJ favour  Penny
okay NNS favour  Penny
say VBP favour  Penny
oh UH favour  Leonard
ll NN favour  Leonard
probably RB favour  Leonard
say VBP favour  Leonard
yes NNS favour  Leonard
s NN favour  Penny
just RB favour  Penny
kind NN favour  Penny
thing NN favour  Penny
ask NN favour  Penny
guy NN favour  Penny
ve NN favour  Penny
just RB favour  Penny
met VBD favour  Penny
wow NN favour  Leonard
really RB scene  Sheldon
think VBP scene  Sheldon
examine NN scene  Sheldon
chain NN scene  Sheldon
causality NN scene  Sheldon
must MD scene  Leonard
event NN scene  Sheldon
beautiful JJ scene  Sheldon
woman NN scene  Sheldon
stands VBZ scene  Sheldon
naked JJ scene  Sheldon
shower NN scene  Sheldon
event NN scene  Sheldon
b NN scene  Sheldon
drive NN scene  Sheldon
half NN scene  Sheldon
way NN scene  Sheldon
